ExtractedChemical_id,lower_wf_analysis,central_wf_analysis,upper_wf_analysis
1440920,0.01,,0.05
1440907,0.001,,0.01
1440895,0.001,,0.01
1440871,0.01,,0.05
1440854,0.001,,0.01
1440840,0.005,,0.015
1440813,0.001,,0.01
1440794,0.001,,0.01
1440783,0.001,,0.01
1440766,0.001,,0.01
1440737,0.001,,0.01
1440725,0.001,,0.01
1446647,0.005,,0.015
1446614,0.01,,0.05
1446582,0.00243,,0.00243
1446510,0.001,,0.01
1446484,0.00243,,0.00243
1446405,0.001,,0.01
1446325,0.001,,0.01
1446243,0.001,,0.01
1446213,0.005,,0.015
1446174,0.001,,0.01
1445999,0.001,,0.01
1445968,0.001,,0.01
1445884,0.001,,0.01
1445821,0.01,,0.05
1445773,0.001,,0.01
1445422,0.001,,0.01
1445166,0.01,,0.05
1445130,0.001,,0.01
1445112,0.005,,0.015
1445044,0.005,,0.015
1444863,0.001,,0.01
1444819,0.001,,0.01
1444795,0.001,,0.01
1444663,0.001,,0.01
1444629,0.001,,0.01
1444613,0.001,,0.01
1444594,0.001,,0.01
1444491,0.005,,0.015
1444360,0.005,,0.015
1444333,0.001,,0.01
1444210,0.001,,0.01
1444153,0.01,,0.05
1444054,0.00454,,0.00454
1444035,0.005,,0.015
1443981,0.005,,0.015
1443930,0.00243,,0.00243
1443871,0.005,,0.015
1443727,0.01,,0.05
1443583,0.001,,0.01
1443542,0.005,,0.015
1443503,0.001,,0.01
1443466,0.001,,0.01
1443444,0.005,,0.015
1443415,0.001,,0.01
1443367,0.001,,0.01
1443297,0.005,,0.015
1443278,0.00243,,0.00243
1443074,0.005,,0.015
1442994,0.005,,0.015
1442934,0.005,,0.015
1442922,0.001,,0.01
1442874,0.01,,0.05
1442847,0.00454,,0.00454
1442762,0.00243,,0.00243
1442735,0.001,,0.01
1442587,0.00243,,0.00243
1442556,0.01,,0.05
1442504,0.005,,0.015
1442465,0.00243,,0.00243
1442385,0.01,,0.05
1442368,0.001,,0.01
1442315,0.005,,0.015
1442219,0.01,,0.05
1442185,0.001,,0.01
1442160,0.01,,0.05
1457838,0.001,,0.01
1442095,0.001,,0.01
1442023,0.01,,0.05
1442006,0.001,,0.01
1441916,0.005,,0.015
1441836,0.005,,0.015
1441793,0.005,,0.015
1441740,0.01,,0.05
1441702,0.001,,0.01
1441664,9.4e-05,,9.4e-05
1441620,0.001,,0.01
1441605,0.001,,0.01
1441373,0.001,,0.01
1441352,0.01,,0.05
1441292,0.001,,0.01
1441278,0.001,,0.01
1441239,0.001,,0.01
1441210,0.001,,0.01
1441197,0.001,,0.01
1441185,0.001,,0.01
1441170,0.01,,0.05
1441140,0.001,,0.01
1441107,0.001,,0.01
1441094,0.001,,0.01
1441077,0.001,,0.01
1441060,0.001,,0.01
1441028,0.001,,0.01
1441013,0.001,,0.01
1440990,0.001,,0.01
1440973,0.001,,0.01
1440947,0.001,,0.01
1440935,0.001,,0.01
1440921,0.01,,0.05
1440908,0.001,,0.01
1440896,0.001,,0.01
1440872,0.01,,0.05
1440855,0.001,,0.01
1440841,0.001,,0.01
1440814,0.001,,0.01
1440795,0.001,,0.01
1440767,0.001,,0.01
1440738,0.001,,0.01
1440726,0.001,,0.01
1446648,0.005,,0.015
1446615,0.01,,0.05
1446511,0.001,,0.01
1446406,0.001,,0.01
1446326,0.001,,0.01
1446244,0.001,,0.01
1446214,0.001,,0.01
1446175,0.001,,0.01
1446000,0.001,,0.01
1445969,0.001,,0.01
1445885,0.001,,0.01
1445822,0.01,,0.05
1445774,0.001,,0.01
1445423,0.001,,0.01
1445167,0.01,,0.05
1445131,0.001,,0.01
1445113,0.005,,0.015
1445045,0.005,,0.015
1444864,0.001,,0.01
1444796,0.001,,0.01
1444664,0.001,,0.01
1444630,0.001,,0.01
1444492,0.005,,0.015
1444361,0.005,,0.015
1444334,0.001,,0.01
1444154,0.005,,0.015
1444055,0.00015,,0.00015
1444036,0.005,,0.015
1443982,0.005,,0.015
1443872,0.005,,0.015
1443543,0.005,,0.015
1443504,0.001,,0.01
1443445,0.005,,0.015
1443368,0.001,,0.01
1443298,0.005,,0.015
1443279,0.000188,,0.000188
1443075,0.005,,0.015
1442995,0.005,,0.015
1442935,0.005,,0.015
1442875,0.01,,0.05
1442848,0.0001517,,0.0001517
1442736,0.001,,0.01
1442557,0.01,,0.05
1442505,0.005,,0.015
1442386,0.01,,0.05
1442316,0.005,,0.015
1442220,0.001,,0.01
1442161,0.005,,0.015
1457839,0.001,,0.01
1442024,0.005,,0.015
1441917,0.005,,0.015
1441837,0.005,,0.015
1441794,0.005,,0.015
1441741,0.005,,0.015
1441621,0.001,,0.01
1441606,0.001,,0.01
1441374,0.001,,0.01
1441353,0.005,,0.015
1441293,0.001,,0.01
1441279,0.001,,0.01
1441211,0.001,,0.01
1441198,0.001,,0.01
1441171,0.001,,0.01
1441078,0.001,,0.01
1441061,0.001,,0.01
1441014,0.001,,0.01
1440991,0.001,,0.01
1440974,0.001,,0.01
1440948,0.001,,0.01
1440922,0.01,,0.05
1440909,0.001,,0.01
1440873,0.001,,0.01
1440856,0.001,,0.01
1440842,0.001,,0.01
1440796,0.001,,0.01
1440768,0.001,,0.01
1446649,0.005,,0.015
1446616,0.01,,0.05
1446512,0.001,,0.01
1446407,0.001,,0.01
1446215,0.001,,0.01
1446176,0.001,,0.01
1446001,0.001,,0.01
1445970,0.001,,0.01
1445823,0.01,,0.05
1445775,0.001,,0.01
1445424,0.001,,0.01
1445168,0.01,,0.05
1445114,0.005,,0.015
1445046,0.005,,0.015
1444865,0.001,,0.01
1444797,0.001,,0.01
1444631,0.001,,0.01
1444493,0.005,,0.015
1444362,0.005,,0.015
1444335,0.001,,0.01
1444155,0.001,,0.01
1444037,0.001,,0.01
1443983,0.005,,0.015
1443873,0.005,,0.015
1443544,0.001,,0.01
1443446,0.005,,0.015
1443369,0.001,,0.01
1443299,0.001,,0.01
1443076,0.005,,0.015
1442996,0.005,,0.015
1442936,0.005,,0.015
1442876,0.01,,0.05
1442558,0.01,,0.05
1442506,0.005,,0.015
1442387,0.01,,0.05
1442317,0.001,,0.01
1442221,0.001,,0.01
1442162,0.005,,0.015
1442025,0.001,,0.01
1441918,0.005,,0.015
1441838,0.005,,0.015
1441795,0.005,,0.015
1441742,0.005,,0.015
1441704,0.00243,,0.00243
1441607,0.001,,0.01
1441375,0.001,,0.01
1441354,0.005,,0.015
1441294,0.001,,0.01
1441212,0.001,,0.01
1441172,0.001,,0.01
1441079,0.001,,0.01
1441062,0.001,,0.01
1441015,0.001,,0.01
1440975,0.001,,0.01
1440923,0.001,,0.01
1440874,0.001,,0.01
1440843,0.001,,0.01
1446650,0.001,,0.01
1446617,0.005,,0.015
1446513,0.001,,0.01
1446408,0.001,,0.01
1446216,0.001,,0.01
1446002,0.001,,0.01
1445824,0.01,,0.05
1445169,0.01,,0.05
1445115,0.001,,0.01
1445047,0.005,,0.015
1444866,0.001,,0.01
1444798,0.001,,0.01
1444632,0.001,,0.01
1444494,0.005,,0.015
1444363,0.005,,0.015
1444336,0.001,,0.01
1444038,0.001,,0.01
1443984,0.005,,0.015
1443874,0.005,,0.015
1443545,0.001,,0.01
1443447,0.001,,0.01
1443370,0.001,,0.01
1443300,0.001,,0.01
1443077,0.005,,0.015
1442997,0.005,,0.015
1442937,0.005,,0.015
1442877,0.01,,0.05
1442559,0.01,,0.05
1442507,0.001,,0.01
1442388,0.005,,0.015
1442318,0.001,,0.01
1442222,0.001,,0.01
1442163,0.005,,0.015
1442026,0.001,,0.01
1441919,0.005,,0.015
1441839,0.005,,0.015
1441796,0.001,,0.01
1441743,0.005,,0.015
1441705,0.0001,,0.0001
1441608,0.001,,0.01
1441355,0.005,,0.015
1441295,0.001,,0.01
1441213,0.001,,0.01
1441173,0.001,,0.01
1441016,0.001,,0.01
1440976,0.001,,0.01
1440875,0.001,,0.01
1446651,0.001,,0.01
1446618,0.005,,0.015
1446514,0.001,,0.01
1446409,0.001,,0.01
1446217,0.001,,0.01
1445825,0.01,,0.05
1445170,0.005,,0.015
1445116,0.001,,0.01
1445048,0.005,,0.015
1444867,0.001,,0.01
1444799,0.001,,0.01
1444633,0.001,,0.01
1444495,0.001,,0.01
1444364,0.005,,0.015
1444337,0.001,,0.01
1444039,0.001,,0.01
1443985,0.005,,0.015
1443875,0.005,,0.015
1443546,0.001,,0.01
1443448,0.001,,0.01
1443371,0.001,,0.01
1443301,0.001,,0.01
1443078,0.005,,0.015
1442998,0.005,,0.015
1442938,0.005,,0.015
1442878,0.01,,0.05
1442560,0.01,,0.05
1442508,0.001,,0.01
1442389,0.005,,0.015
1442319,0.001,,0.01
1442223,0.001,,0.01
1442164,0.001,,0.01
1442027,0.001,,0.01
1441920,0.005,,0.015
1441840,0.005,,0.015
1441797,0.001,,0.01
1441744,0.001,,0.01
1441356,0.005,,0.015
1440977,0.001,,0.01
1446652,0.001,,0.01
1446619,0.005,,0.015
1446515,0.001,,0.01
1446410,0.001,,0.01
1446218,0.001,,0.01
1445826,0.01,,0.05
1445171,0.001,,0.01
1445117,0.001,,0.01
1445049,0.001,,0.01
1444634,0.001,,0.01
1444496,0.001,,0.01
1444365,0.001,,0.01
1444215,0.00243,,0.00243
1444040,0.001,,0.01
1443986,0.005,,0.015
1443876,0.001,,0.01
1443547,0.001,,0.01
1443449,0.001,,0.01
1443302,0.001,,0.01
1443079,0.001,,0.01
1442999,0.005,,0.015
1442939,0.001,,0.01
1442879,0.01,,0.05
1442561,0.005,,0.015
1442509,0.001,,0.01
1442390,0.005,,0.015
1442320,0.001,,0.01
1442224,0.001,,0.01
1442165,0.001,,0.01
1442028,0.001,,0.01
1441921,0.005,,0.015
1441841,0.005,,0.015
1441798,0.001,,0.01
1441745,0.001,,0.01
1441357,0.005,,0.015
1440978,0.001,,0.01
1446653,0.001,,0.01
1446620,0.005,,0.015
1446516,0.001,,0.01
1446411,0.001,,0.01
1446219,0.001,,0.01
1445827,0.005,,0.015
1445172,0.001,,0.01
1445118,0.001,,0.01
1444497,0.001,,0.01
1444041,0.001,,0.01
1443987,0.005,,0.015
1443548,0.001,,0.01
1443450,0.001,,0.01
1443303,0.001,,0.01
1443000,0.001,,0.01
1442880,0.01,,0.05
1442562,0.001,,0.01
1442510,0.001,,0.01
1442391,0.005,,0.015
1442225,0.001,,0.01
1442166,0.001,,0.01
1442029,0.001,,0.01
1441922,0.005,,0.015
1441842,0.005,,0.015
1441799,0.001,,0.01
1441746,0.001,,0.01
1441358,0.005,,0.015
1446654,0.001,,0.01
1446621,0.005,,0.015
1446517,0.001,,0.01
1446412,0.001,,0.01
1446220,0.001,,0.01
1445828,0.005,,0.015
1445173,0.001,,0.01
1444498,0.001,,0.01
1444042,0.001,,0.01
1443988,0.005,,0.015
1443549,0.001,,0.01
1443304,0.001,,0.01
1443001,0.001,,0.01
1442881,0.005,,0.015
1442563,0.001,,0.01
1442392,0.005,,0.015
1442226,0.001,,0.01
1442167,0.001,,0.01
1442030,0.001,,0.01
1441923,0.005,,0.015
1441843,0.005,,0.015
1441747,0.001,,0.01
1441359,0.001,,0.01
1446655,0.001,,0.01
1446622,0.001,,0.01
1446518,0.001,,0.01
1446413,0.001,,0.01
1446221,0.001,,0.01
1445829,0.005,,0.015
1444499,0.001,,0.01
1443989,0.005,,0.015
1443550,0.001,,0.01
1443002,0.001,,0.01
1442882,0.005,,0.015
1442564,0.001,,0.01
1442393,0.001,,0.01
1442031,0.001,,0.01
1441924,0.005,,0.015
1441844,0.005,,0.015
1441360,0.001,,0.01
1446656,0.001,,0.01
1446623,0.001,,0.01
1446519,0.001,,0.01
1446414,0.001,,0.01
1445830,0.005,,0.015
1444500,0.001,,0.01
1443990,0.001,,0.01
1442883,0.005,,0.015
1442565,0.001,,0.01
1442394,0.001,,0.01
1442032,0.001,,0.01
1441925,0.005,,0.015
1441845,0.001,,0.01
1441361,0.001,,0.01
1446657,0.001,,0.01
1446624,0.001,,0.01
1446520,0.001,,0.01
1446415,0.001,,0.01
1445831,0.001,,0.01
1444501,0.001,,0.01
1443991,0.001,,0.01
1442884,0.001,,0.01
1442395,0.001,,0.01
1442033,0.001,,0.01
1441926,0.005,,0.015
1441846,0.001,,0.01
1446658,0.001,,0.01
1446521,0.001,,0.01
1446416,0.001,,0.01
1445832,0.001,,0.01
1444502,0.001,,0.01
1443992,0.001,,0.01
1442885,0.001,,0.01
1442034,0.001,,0.01
1441927,0.001,,0.01
1441847,0.001,,0.01
1446659,0.001,,0.01
1446522,0.001,,0.01
1446417,0.001,,0.01
1445833,0.001,,0.01
1444503,0.001,,0.01
1443993,0.001,,0.01
1442886,0.001,,0.01
1441928,0.001,,0.01
1441848,0.001,,0.01
1446418,0.001,,0.01
1445834,0.001,,0.01
1442887,0.001,,0.01
1441929,0.001,,0.01
1446419,0.001,,0.01
1445835,0.001,,0.01
1442888,0.001,,0.01
1441930,0.001,,0.01
1446420,0.001,,0.01
1445836,0.001,,0.01
1442889,0.001,,0.01
1441931,0.001,,0.01
1446421,0.001,,0.01
1445837,0.001,,0.01
1442890,0.001,,0.01
1441932,0.001,,0.01
1445838,0.001,,0.01
1441933,0.001,,0.01
1441934,0.001,,0.01
